date,rank,track_name,artist,spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,primary_artist
2025-02-01,8,taste,sabrina carpenter,5G2f63n7IPVPPjfNIGih7Q,taste,sabrina carpenter,40,-2,-2,,4/2/2025,91,False,157279,Short n' Sweet,8/23/2024,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4,sabrina carpenter
2025-02-01,9,nuevayol,bad bunny,5TFD2bmFKGhoCRbX61nXY5,nuevayol,bad bunny,32,-1,0,,4/2/2025,94,False,183685,DeBÍ TiRAR MáS FOToS,1/5/2025,0.142,0.195,6,-20.024,1,0.139,0.265,0.995,0.204,0.12,137.922,4,bad bunny
2025-02-01,10,beautiful things,benson boone,3xkHsmpQCBMytMJNiDf3Ii,beautiful things,benson boone,14,1,3,,4/2/2025,91,False,180304,Fireworks & Rollerblades,4/5/2024,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3,benson boone
2025-02-01,11,timeless,the weeknd & playboi carti,0FIDCNYYjNvPVimz5icugS,timeless,the weeknd,6,44,44,,2/1/2025,0,True,256000,Hurry Up Tomorrow,1/31/2025,0.768,0.775,11,-5.06,0,0.0466,0.069,2.96e-06,0.138,0.6,119.999,4,the weeknd
2025-02-01,12,smile,morgan wallen,3MJ6lFNV12FSHAOzTzkwxz,smile,morgan wallen,41,5,-5,US,1/31/2025,83,False,224127,Smile,12/31/2024,0.502,0.223,11,-11.285,1,0.0331,0.943,3.78e-06,0.0766,0.396,126.31,4,morgan wallen
2025-02-01,14,too sweet,hozier,19XpFsce28aByvCC4g89tJ,too sweet,hozier,24,7,26,NZ,4/2/2025,85,False,251424,Unreal Unearth: Unaired,8/19/2024,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4,hozier
2025-02-01,15,squabble up,kendrick lamar,0nj9Bq5sHDiTxSHunhgkFb,squabble up,kendrick lamar,37,2,-10,US,4/2/2025,91,True,157992,GNX,11/22/2024,0.874,0.672,0,-5.568,1,0.198,0.0206,0.0,0.0783,0.711,103.921,4,kendrick lamar
2025-02-01,16,stargazing,myles smith,3Vr3zh0r7ALn8VLqCiRR10,stargazing,myles smith,50,0,0,CH,3/31/2025,88,False,172533,Stargazing,5/10/2024,0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,4,myles smith
2025-02-01,18,messy,lola young,35ISBknsCeZQtq66xABI9g,messy,lola young,16,0,0,,4/2/2025,89,True,284066,This Wasn't Meant For You Anyway,6/21/2024,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4,lola young
2025-02-01,19,who,jimin,7tI8dRuH2Yc6RuoTjxo4dU,who,jimin,19,-6,-7,,4/2/2025,89,False,170887,MUSE,7/19/2024,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4,jimin
2025-02-01,20,voy a llevarte pa pr,bad bunny,59D4DOkspUbWyMmbAPQkxZ,voy a llevarte pa pr,bad bunny,46,-3,-1,,4/2/2025,93,True,156364,DeBÍ TiRAR MáS FOToS,1/5/2025,0.148,0.604,7,-35.032,1,0.0588,0.921,0.453,0.405,1e-05,106.295,3,bad bunny
2025-02-01,21,"good luck, babe!",chappell roan,0WbMK4wrZ1wFSty9F7FCgu,"good luck, babe!",chappell roan,30,-1,-1,,4/2/2025,94,False,218423,"Good Luck, Babe!",4/5/2024,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4,chappell roan
2025-02-01,22,high road,koe wetzel & jessie murph,1FhgmMvNlh3nJ1Ldc2eE6H,high road (feat. jessie murph),"koe wetzel, jessie murph",47,-2,3,US,7/26/2024,64,True,179413,9 Lives,7/19/2024,0.622,0.726,6,-5.608,1,0.0304,0.0518,0.0,0.0906,0.534,138.043,4,koe wetzel
2025-02-01,23,not like us,kendrick lamar,6AI3ezQ4o3HUoP6Dhudph3,not like us,kendrick lamar,20,-1,-9,,4/2/2025,96,True,274192,Not Like Us,5/4/2024,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4,kendrick lamar
2025-02-01,24,eoo,bad bunny,6J5kc12BW5HuP3d7C3vvx8,eoo,bad bunny,28,-3,-4,,4/2/2025,93,True,204768,DeBÍ TiRAR MáS FOToS,1/5/2025,0.36,0.464,10,-29.598,0,0.0702,0.749,0.859,0.0825,0.184,63.662,4,bad bunny
2025-02-01,25,bmf,sza,3U3hFkMr0Q90pD24EkE3Pr,bmf,sza,50,-5,-6,SG,3/28/2025,89,True,180746,SOS Deluxe: LANA,12/20/2024,0.792,0.55,10,-8.528,0,0.0307,0.506,0.0166,0.087,0.972,128.023,4,sza
2025-02-01,26,whatchu kno about me,glorilla & sexyy red,5xeSd4HgzrYpNLEf3LfYLK,whatchu kno about me (feat. sexyy red),"glorilla, sexyy red",43,-11,-19,US,1/6/2025,81,True,149461,GLORIOUS,10/11/2024,0.832,0.684,1,-4.691,1,0.359,0.00449,0.0,0.229,0.68,166.976,4,glorilla
2025-02-01,27,sailor song,gigi perez,2262bWmqomIaJXwCRHr13j,sailor song,gigi perez,9,2,5,,4/2/2025,95,False,211978,Sailor Song,7/26/2024,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4,gigi perez
2025-02-01,28,velda,"bad bunny, omar courtz & dei v",7d6yK8v8J484SWH5prIQiE,veldá,"bad bunny, omar courtz, dei v",50,-9,-3,,4/2/2025,93,True,235336,DeBÍ TiRAR MáS FOToS,1/5/2025,0.613,0.981,1,-18.638,1,0.149,0.29,0.0023,0.437,0.0337,101.852,3,bad bunny
2025-02-01,29,bed chem,sabrina carpenter,1UHS8Rf6h5Ar3CDWRd3wjF,bed chem,sabrina carpenter,49,-1,1,NO,4/2/2025,89,False,171869,Short n' Sweet,8/23/2024,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4,sabrina carpenter
2025-02-01,30,el club,bad bunny,0iKo4pNNjHHdKUcFARlfCa,el clúb,bad bunny,41,9,7,DO,4/1/2025,86,True,222568,DeBÍ TiRAR MáS FOToS,1/5/2025,0.516,0.611,10,-5.486,0,0.0555,0.458,5.34e-05,0.113,0.261,110.744,4,bad bunny
2025-02-01,31,no one noticed,the marias,3siwsiaEoU4Kuuc9WKMUy5,no one noticed,the marías,18,1,4,US,4/2/2025,91,False,236906,Submarine,5/31/2024,0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,4,the marías
2025-02-01,32,tweaker,gelo,7HDq8aEtkBeZq7gfzYjW28,tweaker,gelo,43,1,-8,NZ,2/23/2025,80,True,189544,Tweaker,1/3/2025,0.584,0.817,8,-6.504,1,0.383,0.156,0.0,0.0736,0.814,111.242,5,gelo
2025-02-01,33,weltita,bad bunny & chuwi,5WEF0icHWmAZBBMglBd599,weltita,"bad bunny, chuwi",37,2,5,VE,4/2/2025,90,False,187507,DeBÍ TiRAR MáS FOToS,1/5/2025,0.458,0.297,4,-32.354,0,0.6,0.866,0.329,0.346,0.357,96.14,3,bad bunny
2025-02-01,36,wildflower,billie eilish,3QaPy1KgI7nu9FJEQUgn6h,wildflower,billie eilish,17,0,-4,,4/2/2025,95,False,261466,HIT ME HARD AND SOFT,5/17/2024,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4,billie eilish
2025-02-01,37,loco,neton vega,4eLDmhsJW3JoZTXCAozHor,loco,neton vega,42,8,8,,4/2/2025,84,False,186521,Mi Vida Mi Muerte,2/14/2025,0.849,0.708,1,-5.502,1,0.0686,0.0741,0.00768,0.139,0.636,91.981,4,neton vega
2025-02-01,38,perfumito nuevo,bad bunny & rainao,1Q9Efnm5csdCMFynISxL2x,perfumito nuevo,"bad bunny, rainao",45,-2,-1,VE,4/2/2025,87,True,200680,DeBÍ TiRAR MáS FOToS,1/5/2025,0.513,0.0302,0,-33.8,1,0.0701,0.996,0.977,0.15,0.557,120.026,1,bad bunny
2025-02-01,39,please please please,sabrina carpenter,2tHwzyyOLoWSFqYNjeVMzj,please please please,sabrina carpenter,33,-5,17,NO,4/2/2025,87,True,186365,Short n' Sweet,8/23/2024,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4,sabrina carpenter
2025-02-01,40,pink pony club,chappell roan,6393yGahSJ9slVdOwSxOVR,pink pony club,chappell roan,35,-3,1,,4/2/2025,88,False,258034,The Rise and Fall of a Midwest Princess,9/21/2023,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4,chappell roan
2025-02-01,41,wind up missin' you,tucker wetmore,3EO58D1YpHnTvBy68gK8HE,wind up missin’ you,tucker wetmore,47,-3,3,CA,1/11/2025,79,True,166666,Waves On A Sunset,10/4/2024,0.571,0.717,6,-5.807,1,0.0365,0.508,1.17e-06,0.112,0.661,171.858,4,tucker wetmore
2025-02-01,42,i never lie,zach top,3t6gUcGYLrUuqwpXjOFWQc,i never lie,zach top,49,1,1,US,3/30/2025,83,False,224906,Cold Beer & Country Music,4/5/2024,0.782,0.641,3,-6.431,1,0.0275,0.332,0.00923,0.108,0.522,107.997,4,zach top
2025-02-01,44,kloufrens,bad bunny,4MUrUT38U98olfnyzMBCzm,kloufrens,bad bunny,18,-4,-1,VE,4/2/2025,90,True,199114,DeBÍ TiRAR MáS FOToS,1/5/2025,0.326,0.125,1,-32.45,1,0.148,0.703,0.706,0.18,0.306,106.974,4,bad bunny
2025-02-01,47,ketu tecre,bad bunny,4c2Pc0NrfkesPR0jff6q3F,ketu tecré,bad bunny,49,0,-7,VE,2/28/2025,83,True,250789,DeBÍ TiRAR MáS FOToS,1/5/2025,0.27,0.277,8,-32.187,1,0.0477,0.0177,0.485,0.111,0.082,111.353,3,bad bunny
2025-02-01,49,que pasaria...,rauw alejandro & bad bunny,0l0vcZMU7AOeQmUIREoI2U,qué pasaría...,"rauw alejandro, bad bunny",32,-5,-8,VE,4/2/2025,90,True,191018,Cosa Nuestra,11/15/2024,0.833,0.563,4,-5.593,0,0.204,0.528,1.27e-05,0.139,0.343,105.008,4,rauw alejandro
2025-02-01,50,denial is a river,doechii,1eTaznNW4Xxtx9za2SMTXB,denial is a river,doechii,33,0,-9,US,4/2/2025,92,True,159586,Alligator Bites Never Heal,8/30/2024,0.825,0.644,6,-3.24,0,0.33,0.0905,0.0,0.0795,0.622,93.292,4,doechii
2025-02-01,51,bad dreams,teddy swims,3BntzKsnLf2pc0dsvE3Zav,bad dreams,teddy swims,48,2,-15,SK,4/2/2025,87,False,184577,I've Tried Everything But Therapy (Part 2),1/24/2025,0.707,0.68,8,-6.203,1,0.0884,0.274,0.0,0.0932,0.62,125.058,4,teddy swims
2025-02-01,52,cafe con ron,bad bunny & los pleneros de la cresta,6VNXmo59yDYgcwLS17UNAW,café con ron,"bad bunny, los pleneros de la cresta",44,0,6,PA,3/6/2025,82,False,228836,DeBÍ TiRAR MáS FOToS,1/5/2025,0.328,0.153,9,-26.802,1,0.0564,0.148,1.28e-06,0.397,0.0376,95.506,4,bad bunny
2025-02-01,53,bokete,bad bunny,79x7xtoCLpf6l32Zz6mWo4,bokete,bad bunny,48,0,-5,SV,2/25/2025,83,True,215983,DeBÍ TiRAR MáS FOToS,1/5/2025,0.4,0.07,1,-32.756,1,0.0456,0.194,0.956,0.116,0.0344,124.927,4,bad bunny
2025-02-01,54,tu boda,oscar maydon & fuerza regida,1cOboCuWYI2osTOfolMRS6,tu boda,"oscar maydon, fuerza regida",11,-2,4,SV,4/2/2025,89,True,225880,Tu Boda,9/26/2024,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,3,oscar maydon
2025-02-01,55,turista,bad bunny,7tCuCjhxzjX2XCz4JiiAsp,turista,bad bunny,49,1,-10,SV,3/1/2025,83,False,190028,DeBÍ TiRAR MáS FOToS,1/5/2025,0.358,0.12,8,-30.487,1,0.523,0.456,0.0653,0.146,0.318,90.929,3,bad bunny
2025-02-01,56,good news,shaboozey,54p6vNJwGkt4FTaM8SCsxt,good news,shaboozey,36,14,14,NO,11/17/2024,60,False,199209,Good News,11/15/2024,0.572,0.535,8,-7.493,1,0.0391,0.471,3.61e-06,0.0902,0.414,161.794,4,shaboozey
2025-02-01,57,think i'm in love with you,chris stapleton,3Gn1zuHNLtGuGEOXwq0k7e,think i'm in love with you,chris stapleton,47,-2,-3,NZ,3/14/2025,78,False,222800,Higher,11/10/2023,0.671,0.418,6,-14.124,0,0.0371,0.187,0.215,0.132,0.607,91.866,4,chris stapleton
2025-02-01,59,pitorro de coco,bad bunny,14QaXYIK3K3QPtezqxRRPN,pitorro de coco,bad bunny,50,0,-12,DO,2/19/2025,83,False,206627,DeBÍ TiRAR MáS FOToS,1/5/2025,0.636,0.667,7,-4.708,1,0.0323,0.25,6.95e-06,0.116,0.544,97.769,4,bad bunny
2025-02-01,60,la mudanza,bad bunny,3G7agPwWfcORnWCAGMDOpm,la mudanza,bad bunny,50,-1,-8,VE,2/17/2025,85,True,213010,DeBÍ TiRAR MáS FOToS,1/5/2025,0.565,0.926,7,-5.607,1,0.0573,0.975,0.944,0.131,0.971,173.978,3,bad bunny
2025-02-01,61,guy for that,post malone featuring luke combs,6StwwqB84sJeLr7tZDTxEX,guy for that (feat. luke combs),"post malone, luke combs",46,-15,4,NZ,1/19/2025,76,False,164011,F-1 Trillion,8/15/2024,0.611,0.911,8,-4.106,1,0.0647,0.0061,0.0,0.135,0.495,119.986,4,post malone
2025-02-01,62,no pole,don toliver,0eaVIYo2zeOaGJeqZ5TwYz,no pole,don toliver,45,-1,5,SA,4/2/2025,89,True,187613,Love Sick (Deluxe),2/28/2023,0.328,0.631,5,-5.169,0,0.0465,0.0714,0.0,0.567,0.382,85.262,4,don toliver
2025-02-01,63,"dum, dumb, and dumber","lil baby, young thug & future",3E9IzxNXsk7yFfc1SHpiG1,"dum, dumb, and dumber (with young thug & future)","lil baby, young thug, future",49,1,1,US,1/8/2025,75,True,227400,WHAM,1/3/2025,0.777,0.727,11,-5.498,1,0.26,0.00886,0.0,0.289,0.253,129.965,4,lil baby
2025-02-01,65,diet pepsi,addison rae,6MzofobZt2dm0Kf1hTThFz,diet pepsi,addison rae,50,0,0,SG,1/3/2025,85,False,169697,Diet Pepsi,8/9/2024,0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069,4,addison rae
2025-02-01,67,lo que le paso a hawaii,bad bunny,1Hg0e997pObvZ91w1FCPFk,lo que le pasó a hawaii,bad bunny,50,-4,-4,PA,2/2/2025,86,False,229381,DeBÍ TiRAR MáS FOToS,1/5/2025,0.0939,0.00174,11,-54.341,1,0.0638,0.247,0.000195,0.245,0.0679,82.653,4,bad bunny
2025-02-01,68,are you even real,teddy swims & giveon,4ZO4HvFADvujrrEidSatEC,are you even real (feat. givēon),"teddy swims, giveon",42,2,8,NO,1/17/2025,74,False,147702,Are You Even Real (feat. Givēon),1/10/2025,0.794,0.296,6,-5.442,1,0.126,0.296,0.0,0.174,0.617,74.906,3,teddy swims
2025-02-01,70,rosones,tito double p,0LTwdL5yZ6YOTEGUQPFuSN,rosones,tito double p,23,1,1,SV,4/2/2025,90,True,177590,ROSONES,12/5/2024,0.802,0.726,1,-5.939,1,0.0318,0.704,9.7e-06,0.117,0.604,120.129,3,tito double p
2025-02-01,71,funny papers,mac miller,4pu58kqegTnOxPNJpY3kr9,funny papers,mac miller,47,-22,3,US,1/19/2025,67,True,263941,Balloonerism,1/17/2025,0.471,0.645,0,-7.387,0,0.242,0.761,0.0035,0.111,0.224,169.24,4,mac miller
2025-02-01,72,nadie,tito double p,7sd6zMrgGpEa7NkQm9TRrg,nadie,tito double p,24,-2,1,SV,4/2/2025,89,True,197031,NADIE,11/21/2024,0.702,0.843,7,-4.71,1,0.114,0.465,0.0,0.12,0.526,92.604,4,tito double p
2025-02-01,73,peekaboo,kendrick lamar featuring azchike,2Uts1QFB4u2YNIMiqcb4de,peekaboo (feat. azchike),"kendrick lamar, az chike",48,-3,-15,US,3/13/2025,87,True,155917,GNX,11/22/2024,0.889,0.298,1,-9.086,1,0.182,0.00306,1.26e-05,0.173,0.314,100.042,4,kendrick lamar
2025-02-01,74,defying gravity,cynthia erivo featuring ariana grande,5QMrH5nszZZR3nefIj6Mar,defying gravity,"cynthia erivo, ariana grande",48,-1,-14,GB,12/18/2024,85,False,459766,Wicked: The Soundtrack,11/22/2024,0.31,0.303,1,-10.345,1,0.0344,0.527,0.0,0.0436,0.208,148.419,4,cynthia erivo
2025-02-01,75,dos dias,tito double p & peso pluma,5lKFO0PrOC9jmOlPEdjHsL,dos días,"tito double p, peso pluma",27,-2,-1,SV,4/2/2025,89,True,153928,INCÓMODO,8/22/2024,0.745,0.513,1,-9.116,1,0.087,0.783,0.0,0.216,0.929,109.935,3,tito double p
2025-02-01,77,burning down,alex warren,0ydx75YiFzLjjQknKFNFwt,burning down,alex warren,30,-2,-5,NL,4/2/2025,83,False,179437,"You'll Be Alright, Kid (Chapter 1)",9/27/2024,0.499,0.674,10,-3.866,0,0.0389,0.0745,0.0,0.0645,0.442,171.892,4,alex warren
2025-02-01,78,the days,chrystal,2FAZskT9yRjp2Oow9szJD8,the days - notion remix,"chrystal, notion",31,7,5,PL,4/2/2025,90,False,233229,The Days (NOTION Remix),11/8/2024,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812,4,chrystal
2025-02-01,79,5 dollar pony rides,mac miller,1xKGnsdKOh8jx8pzSZAgXE,5 dollar pony rides,mac miller,21,29,29,US,1/18/2025,38,False,222119,Balloonerism,1/17/2025,0.741,0.83,11,-5.916,0,0.0853,0.259,0.00748,0.116,0.301,95.518,4,mac miller
2025-02-01,80,khe?,rauw alejandro & romeo santos,1YYfyJ2yCvGFCxwjsIqEK9,khé?,"rauw alejandro, romeo santos",35,1,-1,VE,4/2/2025,89,False,206066,Cosa Nuestra,11/15/2024,0.687,0.627,7,-4.975,1,0.181,0.326,0.0,0.0893,0.47,155.865,4,rauw alejandro
2025-02-01,81,it's ok i'm ok,tate mcrae,3OfqwyE7RrZrtuxCRixfII,it's ok i'm ok,tate mcrae,50,0,-13,CA,3/6/2025,73,True,156642,So Close To What,2/21/2025,0.749,0.53,1,-7.603,0,0.0448,0.0122,0.000148,0.0772,0.374,115.011,4,tate mcrae
2025-02-01,82,push 2 start,tyla,1Cbl3Yq8rHo7hhDQmLQagU,push 2 start,tyla,46,4,4,AE,4/2/2025,87,False,156825,TYLA +,10/11/2024,0.683,0.814,2,-3.505,1,0.0466,0.277,0.00826,0.0858,0.758,93.482,4,tyla
2025-02-01,83,scorsese baby daddy,sza,2E7a96qey4AzSOdK6H21vS,scorsese baby daddy,sza,49,-5,-13,US,1/10/2025,82,True,153911,SOS Deluxe: LANA,12/20/2024,0.746,0.728,4,-6.75,1,0.0299,0.464,2.01e-05,0.103,0.795,103.991,4,sza
2025-02-01,84,hey now,kendrick lamar featuring dody6,5S8VwnB4sLi6W0lYTWYylu,hey now (feat. dody6),"kendrick lamar, dody6",46,-1,4,US,2/14/2025,81,True,217478,GNX,11/22/2024,0.806,0.358,10,-8.769,1,0.117,0.00443,0.00162,0.412,0.188,102.011,4,kendrick lamar
2025-02-01,87,forever young,"david guetta, alphaville & ava max",3bg2qahpZmsg5wV2EMPXIk,forever young,"david guetta, alphaville, ava max",41,8,1,FR,3/9/2025,77,False,156923,Forever Young,10/18/2024,0.558,0.655,0,-5.476,1,0.0379,0.208,0.0,0.0854,0.39,129.89,4,david guetta
2025-02-01,88,popular,ariana grande,3i8fIJNV0yuC4kXT3SkVBZ,popular,ariana grande,46,4,4,GB,12/6/2024,83,False,241501,Wicked: The Soundtrack,11/22/2024,0.44,0.319,5,-12.356,1,0.166,0.732,0.0,0.0967,0.47,178.329,4,ariana grande
2025-02-01,89,dj's chord organ,mac miller featuring sza,1JtAIBbCgomz38qPBSJzCn,dj's chord organ (feat. sza),"mac miller, sza",15,35,35,US,1/18/2025,43,True,315640,Balloonerism,1/17/2025,0.373,0.557,9,-7.435,1,0.0977,0.55,0.375,0.263,0.16,145.689,4,mac miller
2025-02-01,90,25,rod wave,0U60hgxzGit7juEuHul2y3,25,rod wave,36,-8,14,ZA,10/17/2024,70,True,180000,Last Lap,10/11/2024,0.427,0.5,0,-8.269,1,0.141,0.286,0.0,0.127,0.269,63.925,5,rod wave
2025-02-01,91,stoned,mac miller,1e3AdX6I8gaQKjQMONn9tA,stoned,mac miller,50,0,0,US,1/18/2025,38,False,243522,Balloonerism,1/17/2025,0.643,0.85,7,-6.46,0,0.258,0.703,0.00103,0.108,0.248,78.966,4,mac miller
2025-02-01,92,headlock,imogen heap,63Pi2NAx5yCgeLhCTOrEou,headlock,imogen heap,45,1,2,US,4/2/2025,89,False,215338,Speak for Yourself (Deluxe Version),1/1/2005,0.808,0.372,7,-10.759,0,0.0364,0.792,0.0,0.119,0.787,119.982,4,imogen heap
2025-02-01,94,wondering why,the red clay strays,4oahRRZECfGud6eL7Lj7CO,opening night,the weeknd,43,-9,7,BG,2/4/2025,48,False,96024,Hurry Up Tomorrow,1/30/2025,0.525,0.661,4,-8.407,0,0.0578,0.035,0.167,0.377,0.549,89.985,4,the weeknd
2025-02-08,1,4x4,travis scott,6s8WSX1MxNThrot8ThI6fG,4x4,travis scott,50,0,-7,US,2/19/2025,85,True,190581,4X4,1/24/2025,0.625,0.847,6,-2.95,0,0.0454,0.0392,0.000108,0.788,0.221,143.023,4,travis scott
2025-02-08,-,die with a smile,lady gaga & bruno mars,7so0lgd0zP2Sbgs2d7a1SZ,die with a smile,"lady gaga, bruno mars",1,0,0,,4/2/2025,88,False,251667,MAYHEM,3/7/2025,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3,lady gaga
2025-02-08,1,luther,kendrick lamar & sza,2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"kendrick lamar, sza",5,1,0,,4/2/2025,94,False,177598,GNX,11/21/2024,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4,kendrick lamar
2025-02-08,-,a bar song (tipsy),shaboozey,5fZJQrFKWQLb7FpJXZ1g7K,a bar song (tipsy),shaboozey,40,4,0,US,4/2/2025,84,True,171291,"Where I've Been, Isn't Where I'm Going",5/31/2024,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4,shaboozey
2025-02-08,1,lose control,teddy swims,17phhZDn6oGtzMe56NuWvj,lose control,teddy swims,27,1,3,,4/2/2025,91,False,210688,I've Tried Everything But Therapy (Part 1),9/15/2023,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3,teddy swims
2025-02-08,1,birds of a feather,billie eilish,6dOtVTDdiauQNBQEDOtlAB,birds of a feather,billie eilish,2,1,1,,4/2/2025,99,False,210373,HIT ME HARD AND SOFT,5/17/2024,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,billie eilish
2025-02-08,2,dtmf,bad bunny,3sK8wGT43QFpWrvNQsrQya,dtmf,bad bunny,8,-1,-1,,4/2/2025,98,True,237117,DeBÍ TiRAR MáS FOToS,1/5/2025,0.625,0.131,7,-27.405,0,0.0717,0.177,0.218,0.0807,0.032,136.02,4,bad bunny
2025-02-08,3,that's so true,gracie abrams,7ne4VBA60CxGM75vw0EYad,that’s so true,gracie abrams,7,1,1,,4/2/2025,97,True,166300,The Secret of Us (Deluxe),10/18/2024,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4,gracie abrams
2025-02-08,4,love somebody,morgan wallen,7hR22TOX3RorxJPcsz5Wbo,love somebody,morgan wallen,33,-1,-2,CA,4/2/2025,87,False,204828,Love Somebody,10/18/2024,0.619,0.843,5,-5.348,0,0.0284,0.00948,0.000118,0.164,0.746,122.064,4,morgan wallen
2025-02-08,6,i had some help,post malone featuring morgan wallen,5IZXB5IKAD2qlvTPJYDCFB,i had some help (feat. morgan wallen),"post malone, morgan wallen",27,4,10,US,4/2/2025,85,True,178205,F-1 Trillion,8/15/2024,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4,post malone
2025-02-08,7,espresso,sabrina carpenter,2HRqTpkrJO5ggZyyK6NPWz,espresso,sabrina carpenter,22,-1,-3,,4/2/2025,90,True,175459,Short n' Sweet,8/23/2024,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4,sabrina carpenter
2025-02-08,8,messy,lola young,35ISBknsCeZQtq66xABI9g,messy,lola young,16,0,0,,4/2/2025,89,True,284066,This Wasn't Meant For You Anyway,6/21/2024,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4,lola young
2025-02-08,9,beautiful things,benson boone,3xkHsmpQCBMytMJNiDf3Ii,beautiful things,benson boone,14,1,3,,4/2/2025,91,False,180304,Fireworks & Rollerblades,4/5/2024,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3,benson boone
2025-02-08,10,baile inolvidable,bad bunny,2lTm559tuIvatlT1u0JYG2,baile inolvidable,bad bunny,13,-1,-3,,4/2/2025,96,True,367725,DeBÍ TiRAR MáS FOToS,1/5/2025,0.168,0.00332,10,-46.113,1,0.0615,0.192,0.79,0.112,0.219,119.387,3,bad bunny
2025-02-08,11,fat juicy & wet,sexyy red & bruno mars,5M2lX0ZAYSAzCs1xPPi9BX,fat juicy & wet,"sexyy red, bruno mars",43,-3,7,NZ,2/4/2025,81,True,141057,Fat Juicy & Wet,1/24/2025,0.909,0.619,9,-5.894,1,0.0615,0.0823,0.0,0.3,0.64,104.013,4,sexyy red
2025-02-08,12,timeless,the weeknd & playboi carti,0FIDCNYYjNvPVimz5icugS,timeless,the weeknd,6,44,44,,2/1/2025,0,True,256000,Hurry Up Tomorrow,1/31/2025,0.768,0.775,11,-5.06,0,0.0466,0.069,2.96e-06,0.138,0.6,119.999,4,the weeknd
2025-02-08,13,taste,sabrina carpenter,5G2f63n7IPVPPjfNIGih7Q,taste,sabrina carpenter,40,-2,-2,,4/2/2025,91,False,157279,Short n' Sweet,8/23/2024,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4,sabrina carpenter
2025-02-08,15,sports car,tate mcrae,5UJbgR4XF4y1DvbkxEqe8S,sports car,tate mcrae,15,-1,5,,4/2/2025,83,False,165045,So Close To What,2/20/2025,0.861,0.815,11,-3.672,0,0.0349,0.0505,0.00139,0.1,0.886,106.978,4,tate mcrae
2025-02-08,16,smile,morgan wallen,3MJ6lFNV12FSHAOzTzkwxz,smile,morgan wallen,41,5,-5,US,1/31/2025,83,False,224127,Smile,12/31/2024,0.502,0.223,11,-11.285,1,0.0331,0.943,3.78e-06,0.0766,0.396,126.31,4,morgan wallen
2025-02-08,17,squabble up,kendrick lamar,0nj9Bq5sHDiTxSHunhgkFb,squabble up,kendrick lamar,37,2,-10,US,4/2/2025,91,True,157992,GNX,11/22/2024,0.874,0.672,0,-5.568,1,0.198,0.0206,0.0,0.0783,0.711,103.921,4,kendrick lamar
2025-02-08,18,too sweet,hozier,19XpFsce28aByvCC4g89tJ,too sweet,hozier,24,7,26,NZ,4/2/2025,85,False,251424,Unreal Unearth: Unaired,8/19/2024,0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4,hozier
